object_type	schema_name	object_name	source_text
P	dbms_aqadm	alter_queue	Schema: dbms_aqadm\nName: alter_queue\nResult data type: \nArgument data types: IN queue_name character varying, IN max_retries numeric DEFAULT NULL::numeric, IN retry_delay numeric DEFAULT NULL::numeric, IN retention_time numeric DEFAULT NULL::numeric, IN auto_commit boolean DEFAULT true, IN comment character varying DEFAULT NULL::character varying\nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n$__EDBwrapped__$$PROTOCOL2$\nUTF8\nd/TDmkIbF0S1IRBoUEWpY0Xm+tmhHbkDci0U14z+/NEBFFdB985cDDoXbg2wRutX5Cva99eqHB7a\nxOFrXAmFw7opgXLuomfnua2zgwMWD+tbO3E75baG2w4EclNYwCve0JbmlUvjuGPZTfem1scYGcJ1\nzltjfWq6E4zCq0m5287awKUfFHE0VTKBtjiXfGYpbBfhRlcOqpGpiJC/nl2+u0KfvTfl7/GW5lNb\nb/WeTtSfmf6QOz5wwcamwmJq5TkSA0lgLkg99r0cM+u3xz0fZOjHT69/G3oUPTstLR3LQB6XKM/C\niyoG8g3YQthDLbPskBiLFLEM3NU76YP0IQqBXYwfrXXvAqX+aZkXQym+KureMcuFouiL3tXTgjqX\nyY2Itq+nb9eeMcxZO/FWW3iijsFp9FK0+O4GuLg6qJNNTYxrFgS1Y2MHArA8nVCg9U8f5gzLkPzV\nYpOLTtRAbLsCV9BzmpjA81UXxjcQvzH567OOhMwKSsfFwy2gPt6DGnK2fZBiW/QwUWh0V2ExBtC2\nL+nk3aLb4e3YBYwx2HA6dsKAlaaOT0jtd6P1lZt06gVe7TX0AKTR8JvaqABjgzf/IgEj1kE/r3f1\nERPiBqYKtJ65TyjCAg==\n$__EDBwrapped__$
P	dbms_aqadm	start_queue	Schema: dbms_aqadm\nName: start_queue\nResult data type: \nArgument data types: IN queue_name character varying, IN enqueue boolean DEFAULT true, IN dequeue boolean DEFAULT true\nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n$__EDBwrapped__$$PROTOCOL2$\nUTF8\ndw9Ap9dIwb9YVp9hX8B2Xdmp1t+JsCO6xrI/r+rLUmQJc4D+3mEFVNjo06SzytBVohkFYehSrn5W\nQ5HLpwtalbbQILAPOLXDp6Hf4+PNW8XOj3mxy8Yfk5lj+3dkZl9EKxzHdkc+fDkl4KV4IWSbpqf/\nlIdUa0h1qu5A1QbeGxzH46DVqazcn4ONAuvnKk5q4Eia8UlHjwgtGw75ZF164XSyGc3NMtPiCoGy\n5hP2oSAGeAL5f1A5wJa3O94Xr/6+btvyHMT4m+ybk05eRVmJt9SAz8m7Qawx0Jmws5lB4ZiaQnFh\nmbGeOeCK83lUAVUXJ8JTeXx7KlchZo10NNsXWUuO67nVHnlwY4et/0yq0hKce90XE8TnPL1ZJVDg\nzB35RFUhAG3UWbYSG+PF62wslemkJzD3qNwieTlqdia0jR4XquYbbdKj8YIw7oMbdetnNTvy3lSs\n+/yS1THGQoE+I4+b9yQTFHG7oXF63+Z+SELEVDeHCGD2nY+rRYGhyTIRHLIOidoDDDYzpeb/\n$__EDBwrapped__$
P	dbms_aqadm	stop_queue	Schema: dbms_aqadm\nName: stop_queue\nResult data type: \nArgument data types: IN queue_name character varying, IN enqueue boolean DEFAULT true, IN dequeue boolean DEFAULT true, IN wait boolean DEFAULT true\nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n$__EDBwrapped__$$PROTOCOL2$\nUTF8\nd7Scy6jGrHg/GVTQAEaCtMX+I6nhUEwgVpiWMWuyMhN6NPwezHqW8qHPByhjcOfTghy7lb27u3JN\n8Q1BQVxHXm4U/Tp3a9CsnwF2Cy28vIhkSLHh9zmEANT8JcsuhDvdEfH6UndradiHvG3VlYX4sX5Y\nwO8GzBj3M11LI6Ke/6oA9mAuYgOAEIyv9oFpQiLySYzuWlOl6jwo6ZvXkzNyXGyoHMbwtXTAsAwt\nP9txsPnVRi+UvwAuk6pif0zuQHoX9gYkdKFgIC6dCYuzT19Juu4IYiaMRz92mLYzQ0Y4r15fLyuE\nOfyZGd3bDCNIn51rJraZy8UjdTmlJb7xId+OOwXegPJOc8YW7CZWEif4iOC/jTgcudoMcHr6GIFu\nJK3FAs/sPa1Nz302nflUhuRlBJvLQdR4nK81zNzNgPmV7+Q0NqhdY5AW6O28GE0xEd1UWFdQBBob\n+yJsRfbLHfK9yqdLcpUyHA1aeCTEQzaBxP04V9SR73LFj5LU4vQ4LWpzuLVZ2UQyNzB6UcNSzEJ0\nr/C/FlNtAbn+HPacsjku/oevkUwIA2PMPAwCmO0K94uKSuk/AnVUbc5mKo0=\n$__EDBwrapped__$
P	dbms_aqadm	drop_queue	Schema: dbms_aqadm\nName: drop_queue\nResult data type: \nArgument data types: IN queue_name character varying, IN auto_commit boolean DEFAULT true\nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n$__EDBwrapped__$$PROTOCOL2$\nUTF8\nd8d+TpEkzY+YNWsfrNkTNPhqhPQ31EWcMdufZ1o2oR7HQNrcnMk8WkAxFIymu5oB/NpuZ+2zMQwA\nl3Oqh0tHhRgde5I2trujkXJqLdvmEDdm8M1EV8AhbnLA7oiGHSE4SqBeKHEU2d70aPwWTGJFTeZK\nCQE6NpPBgY9kICeuZAG+TUWpaFnN85xLo6mZPEL+vMzQy5G0vobCEqC3fiHiqbfoRGu+YqRwqabJ\nmmGWfvu90v8OA/eR1qd6bCII3ZU8fmoX1QPTexkDvear\n$__EDBwrapped__$
P	dbms_aqadm	drop_queue_table	Schema: dbms_aqadm\nName: drop_queue_table\nResult data type: \nArgument data types: IN queue_table character varying, IN force boolean DEFAULT false, IN auto_commit boolean DEFAULT true\nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n$__EDBwrapped__$$PROTOCOL2$\nUTF8\nd02dV0K2zlrAEiBOT4M+Xj6bH5JSWOxgQKy5pcKhozpZB4dQHSQ4k5ykMBy2AzXSaxYTBJGJS9Ag\nURhMoqlHloFrfkJty4pqHp1gCL4N4y6BYGKG26YzyqvZk3NA6VR5n/Z5eFMY30C2Piorc68EE7hb\n2NjPr7Ldf4aAVkJcRgY6QXdMAH6huVNsPN1mGiRKVfj2WZVUIHFUwD0/hQD6RT/L85kqc51dixPb\nj5O2ol2glDq6y4yJRz/J1ByDtDkkHLE1QSukLnoHOok2Ow0fzGRS6gDDkV22RgiNSqHqY1Go+IGD\nW6yWQUox0lQVctJz8YjWOng9KLPNVwA=\n$__EDBwrapped__$
P	dbms_aqadm	_dbms_aqadm_validate_name	Schema: dbms_aqadm\nName: _dbms_aqadm_validate_name\nResult data type: \nArgument data types: IN name character varying, IN label character varying\nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n$__EDBwrapped__$$PROTOCOL2$\nUTF8\nd+FvfuYShePHGJzpYVWR3NP24xGV0M+IzmFlK+VTVOH0V+v889LPmv0uySdstcvr6y5lUQPiFsAm\nfmvT337JV3KXmiaFiny2V8CEdGweGrwddDNWQlnBJCwkJ8qWcClE6dA3sC71Jylim/zrKbMd9ThY\nkHeeMcXdrd/K2P8caVNmUjGYL0mwTW1rhY46n9AKS8sKQyTzJNFT2b1BLP/fn9IK/wVkKPNr9UEL\n4d5mrf0SJohejru2sBHq5EsCbN0pbuC+SJKvtsHUomMH0SlY69297r6NHQpYa831ohYk33etPMAC\nZmPJj0WpIvqZCas6peq/FoB3YgxHcLd2QEfnVcFXOoDZpuf8zbK2bdE=\n$__EDBwrapped__$
F	aq$_reg_info	aq$_reg_info	Schema: aq$_reg_info\nName: aq$_reg_info\nResult data type: "aq$_reg_info"\nArgument data types: name character varying, namespace numeric, callback character varying, context bytea\nType: func\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n BEGIN\n	self.name := name;\n	self.namespace := namespace;\n	self.callback := callback;\n	self.context := context;\n	RETURN;\n   END
P	dbms_aq	_enqueue	Schema: dbms_aq\nName: _enqueue\nResult data type: \nArgument data types: IN qid oid, IN enqueue_options dbms_aq.enqueue_options_t, IN message_properties dbms_aq.message_properties_t, IN payload anynonarray, OUT msgid bytea\nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n$__EDBwrapped__$$PROTOCOL2$\nUTF8\ndxKhywKwGLZvlItfGjraiQgSdBeF/tO9xUpJON6lHqAzJ7IlI2JVXr5Uot8N/FpSK6w9UeoobjkA\naUF71BC4fyUiwff3xm/+osAfyHF4/LFMpH9XbWgatnq5yuj3zzUuxF388/L/Fwk6J1cs5VhbGLFd\nDvNsKbFBcKGHBPcJdp6KvJrQgo9aPK1FztMqlUp1Sbu9BtvW1k66zGb/TyNSuhXti7TWaC2MD9RA\nNX2SL4GPyUyMM/oUT9ibp022dhf+9v8r/zG4ozqBzbO+rv+CavDHgzfBN37IP9o4bCuPyKtQu1XL\n7JEoLI/3HkIb2mvnYnuoxrUnxkHzzcqK8f8pEhHETK//loLWfrJFg9GDkuiHIvBSvXq6SGqyul2h\n5s7TPGaFW1x227pFlAvkSHMbsEk0W6kuukZ6CMGfOw7tpIqBz2YrXFp90U1k6ORxULqiH9gr286k\n6gu+nKVnBUR5IDTuoEm1uXKcLC+riYc7odyueS1xw4v3dmChewpi2jjNYis+OjCc/vNEvKRn9Ly9\nAXkj68YmBXbKJRzRbl5ibaHUc7Jlqbphg4D4Jqxx/wxhCur/tQzfl9onlP8rcV2qo63glWC+sPuO\nZLpOci2ViI0loW5PqYNpSldFjDmYsOEvY1uh2JL1/UtGFDyIN3h0mHJvQrSorh3GGlOEdr0s48UA\nVi0ctsaA9az+DVH6it4OiGXqjEtO0XHIt9un5ysijGy3rnLMAFtHBXaC2MbGGl+ca6TX+DTq0y70\nfU2vLPX9JIK/C13ctSnw4zxEIQDdXOMDQRmqKXzcidvzDM1mLgQDYwlYTYwAjwgH0zI3ffg0m9Sf\n0x3V3eJeZbJAhRqMq9gZgwk29tq+/bXbKMeS4LS1BBNqGBOj3kZItpKV66RByhElw9FCRcggfbWu\nn7ac6sFPqVXTumX1rdkhKNDglK8R937dMALvyQ5O584dzfASOwMAfKwtQi+fAOp4nV97N49gr7Qt\n3m0+iHZF3TWknIvKRoXWjyxBXUgmH1bL5QtVycg72rkWxaor61hz88xLEab0d9Gh7lmtBSYrYjx2\n4nk5ZRB4uCUh4OoDYo+KxXRfBDQyM71/3kBmEn9x4bitcZYcXoE16bDoPmzgDiLJ53mnsbslSziz\nCdN0Y8RFJ69IfDo+r2zEwHtKyl26T3gbhS4RLaha7EGAH14o85dAN16G0ERvUmHupB6a070zrKVV\nVaGk7YyQwHa3Kq5K5QhfBgUGZBsl1wVtsuAAMCCN8zG4GEsoOdLOcbLIg7zUI62rm3t1JtC7isO4\nMMg1BOkK5SH8qpX7GBkE69QAzbZ0R00TevMukeq7wtXM9QQmJkHQyvvSLuaw3UwK7H/sZ9/lHBUk\n51gFYJqeS7piu8SUVYcKluC+SDwP0QD6tIF3ntATGLCwzkeHTNQD0/OF/gA2gMl0gdAyFi3bqvE2\nwjOJ7SBZwT5cJCtp4ohTV+zE4EHAFLntyiwD5wZvs1l4haPrqV9X3LRD8iG23U997CLipDIW4g==\n$__EDBwrapped__$
P	dbms_aq	enqueue	Schema: dbms_aq\nName: enqueue\nResult data type: \nArgument data types: IN queue_name character varying, IN enqueue_options dbms_aq.enqueue_options_t, IN message_properties dbms_aq.message_properties_t, IN payload anynonarray, OUT msgid bytea\nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n$__EDBwrapped__$$PROTOCOL2$\nUTF8\nd0PT9m5nXA+9Tj6c02ZFyVmaHxISelTGyD/OgnZJBsDermwIrMvprdWki+nRi4mopf/G4hainZUX\nOApss7x9+U3aSFE0SVO0FA+6W+IGkA24FX+xQ0Hu6G30MgTYTQLQ+FgkBBKvObi9/oy8xkqFDJux\n/eJ6TeQec59MGjNK1x7DDF9c6HbC8upR6L+4O5OOnZyVFRM9Bj8JvGgp++n5wHYR21wdTgtCq+iZ\n9R1wQEafS5blgQkpm/alXtUScVKyDowfcIianX0kNfLSP8yy4T1NsnUzyrcIFdi/fbX+y/2ekDUA\nxEUmWj05UbXa5AoclfRix8s/KP+KMMZiBicblIYz/NA07TsSsoZwgxZiwhPPlq6a4Y55lfCjTy1B\nyDdqo7zZ7pgcHrnRTW04ME9gJO6PVg9xk1VO1wpGaOfTc0lQEhnRpxcmaE4ykrgKaNPwwwIZNudX\nLBik5epWsvgNsdZI0SM2V/LcvUGTHyAip4I9ZGSpF6AfeV+PMjiXzoXjvmT6KEFb2oKlVbiX/PkB\nv75RTwls8YnPioW2MpwDi2einwTvX0r3VJ5y79Xm7e7FJ8E0A5ojJJAQ+/+4CfbeD9DE/fdZLage\nz1r296cfpQ3w9IYJTKGPXS0N58bOLtmHOXvSvFTBKl4bDYRRv+XOs999vAZf1UGrFFxNrHfOt1KT\nv4/z2qs/DQQt/WZULmuYTsEkoEA39YfM6OfpIxIGS6SZJAIdynzNUWQn72dqUHVm+H93g7dum3ps\nMMzv/0dzn3SRY0ewwEjVwEMsyCT/uqdmupqE40ibwFMKsLZ7phFMF8q8iZl9MUCnjnIanx/1v/a4\n09pqh7rXws9yzO3M0yyJ5UtSa6yXA1u2Ve4lVgwtPYz9TMELf/OU3P5Q4i33ri/71AGQBjDMZYkn\nJI3jUF7lStiow3bCr52gZZL/Hn4++90H\n$__EDBwrapped__$
F	dbms_aq	_compute_sleep_ms	Schema: dbms_aq\nName: _compute_sleep_ms\nResult data type: integer\nArgument data types: wait_until timestamp with time zone\nType: func\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n$__EDBwrapped__$$PROTOCOL2$\nUTF8\nd7OgFgmuos6h8FwFSsAaEDS9LZvw38/er1UkDrA7smN5lu936sGNHYP5iEZeZOtzJGrSA7nGtyhk\npdSnKtm6KiuKFjEvOzG0Be4liUN4Y75HOi1Gn7PjsjezceK4rjJZf1ycobH07mJ1KVkRFuCNIzQ7\nJ6YLOJuZ1OHXe70TiRwq6xXzwI7w5Ni2m726SClEvEzB6U4/uFK7qvBQZu93aFlMu2QEKSRByxyg\nBJWZOQYg4MwrpvUvIxjJBsSnqu2p57kXt24nlnh8q1QcujZgZShv8bi6PT4=\n$__EDBwrapped__$
P	dbms_aq	dequeue	Schema: dbms_aq\nName: dequeue\nResult data type: \nArgument data types: IN queue_name character varying, IN dequeue_options dbms_aq.dequeue_options_t, OUT message_properties dbms_aq.message_properties_t, OUT payload anynonarray, OUT msgid bytea\nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n$__EDBwrapped__$$PROTOCOL2$\nUTF8\nd4HtYb0CXEtUJrZMfrsCJhrdo0WbwGDtDT84qorS/6b/b6wDQfEgUDPU7FHX9w/0bCG3Tbu+ov34\nGFd5jheJO+N/9O2+Ls9g0qWEEuJIRzbxX4g5Vv0H2FVVZjVxSL7YFNcec/G1vW8fbRV0egWVzOMg\nNXgBTrzflqEmKcc8S4h5iANA7ArPn5Igq6ci5qlNisDC1xcLQBYaeuWWGBKQ1GVIqA9aOKjHPUat\nctV7jhg2d5zOfqaYLFY3Oxgl0q84g4/cJUr/22kTq+bi9gWUBaDO7uO4od1hN7qwiOuXkXrEQV2i\nhMtpYOtSJ97JtPUGlp604JiMa/utdeApNkJ6nJAfiL9vJezgc5BU/gEPQXR/KgE/tu+Vm5taGrOp\nhEabz/r0zg1umZhilTiAi4TH+AlEXNH/+IEEU8ISwYbJsUNh0rPw2I3ZaqJn9GH17IomF9xF0lym\nCUnF1nv2UyokGniGk05AWpR9gxwwWcHZW6ZpPCXFm8LQv36EdlqQTbQqCif1wu4scTf0hT4DWjct\n8jEEN1G2ntr0bY0faQZcvozAa8GMtI+vvn0Cgg7eQnh0a6Py3BXx2HZLG7KnXkVe+Yd9KHrKmWdL\nUJj1SZuPpHLmYTnijB2sarh8qe+0JPkICs22U4i6LgCM+gEpwUZpD1GllqdOB48FmEZ/nCjNnzQW\nkPbNjsTbZVrCJ0PnZcrpwxBq0huCUSX2/dHOGQdK4Zd1v1tLrD5LVMFw4pN/sOUm31o94COZ4Szi\nNu4lr3XzAZq+clOfXC45/tQ9ixPnsSdtM2vi7rkRczFS65KJku0ItN8wPq407eMUi6v/xeijOetw\nk5yQoFN4DM5fYfTSU9e+vbb3q2HzWJDx8NTjrgdMeoPo9XHEP8aKQumklvYW9q436J5aanpnaGkc\naCpiAJ8kAauiTrMnsmZziLnTq8m4oaeudKucSUj4b4LDZq0sXcXX5Tjh3Vc9zR8MoszdXYsfHDX3\nkhkNJm1yIngeq6if4ZfqqbRlrwG9Pg9MD3aWPGSBm++mEaZHmkmfbqvkHWCVY4ytk07YRX29rcIr\nPJ7ybQnCwXG3ohlyNgL7zOlRI1ji3M07jZMg6Vy3130+86TD+l4Fbm9xy6esumi9RgNyK68zap+f\n+ngYdkyAFCWwSgVuyhjQSLV/MoTj1Sdl7PvUfkl8li4XPme8thfLsJ9C8/t0nfF0IvRMw8aLp9ge\nP0Kh9DQ0DwAeEFHZItgqmBj4K1VROPot+AGZNxEk2j7hQMWDUjS1t9SsToXF+TgvrVc1o8d0bfT+\nkk26q2tS2I8dPyFqI2v9hRGl/id/c0m9J6j+aUCto/bXSylg/xbCvxPpwLHZPj4njAhnD2jGRffc\nzKhScM3OIBFt6Fcr2Lsi4kLUAbjDZyE3+QIyOoNuBni8JRdyoAGZ9tfHgOl5U2iFLMnzX8LRYAu4\nnUJpQi+01AVjHVxIT4MvfzXjr8FfRc6vW0Hx8dCWENFoDYuMB5rPYtTAryj3U4RlPar4iblrzfgD\nJLN8/f8NJwLvmtaKzGPQMbn/zPexyYAiitYR5d6XWMPA9vxxy8uekF12hWy3c+0UVFBbGVOjs/2F\nj4NbqVFwyPe9sO8v0myjnWB02R+tPDmDOfQd9i+MqMeLlgYTS5Lk/PfNPg2mnZNCoEcefQX6SXgJ\nAh12Y3f3ccDnA+g8XVmC537bLMcqZWeYPqKOoJepPnU1/73ey0jNazoWOGeiLvpJl9Y1bjYH84/n\nnLuxRlTiQDupTedaDJJa1k6qQCcVhriOtz2FBRAqsvBiQeaK+cWRpnzzppKca3Gxj14CvafxC2kB\nyBRn8wKNnFMmFxFrceoLCVjXU3nkhOiSWignwuS+LOcAu24s9yoSFNYNEGHyrnM109EQBz+AlwsI\nEi6EAqo2OOefUW5rgJXWgoTlGsS9jLLpOOdNupAmLOGtl+Egwdu/S25WuOabHMmk+sNVzK2M7HME\nwx+IfE7pKF4Mp6ZtTxMg5W6JQDnPh8Xlt7sxcxRNQk0SO88MZTDj529Uq00F8xNBeYrurs7SC9qD\nR68Ajwo65D8p6KzdZeOJOpZgFg5kjbr0cqUHoJjqp8jwCgaECw0UMcgq3uqYtAzxHX9gnnNIjFZg\ngll7VHuB8Py8ys4Asm14MczD1eYhiAk5Kd4U2TretNZE0LhH9oWW0HGfRMkcxZExeFRgsXMu5X+x\n8viToUZ3zYXgTxrNoXKbvl6H/ckuzlOuJKuS4IJPx8lUjwWGYi2OSKYlxb8qazeXWJ89CHrwgJ9c\nbNRGyquIqlciiIn4TMGYUBvxhnALINkHq6ZwcSxDESKNiggSaAtQUML34lrOycB/t/T1+e3zg0Ci\n5+W7ZTbX86GBy1Wf7h7NGKU/t/esM1MzbvaKJwCbY3qKrcACVCLECGOiCH0ULKbgw5IdYaNIsmAE\ns33ejxQuSyLasTQK+0NpQxADo9wgfD2R78VzZBZtkwoDLBhX7QWvtpkUcaF5gaJjGr//TOtys9ZW\nLiLlhAw2IFhs4n8Zv058tfLL4/Vo07nCWT1frdgFTCJy5EoZcjcVMgK2SANRCvo/7DWSI5zbmmcN\nMi2rqD/yAV/koR3F/7vCcJioTEf8NVAFe6I4IZQOeKj3mJsWExU1/Ycfmmvd84B2Tykk5RSyE/AE\nVQRNGq/hxO05BnHe690PB9+2JjH8y/BAga46iqEHtEfgRiUsmJj/DQj5LRfxx0glVu4fOL4m3HJz\nTuUzMkxXBZb8XCkSenInxlhm4whsJ9AIkapC9kmuuHR69P7r91MoUZeUaSezJ63yffUmj1MS158U\nT9PcbLJ4W4siZihpJQDSJdy9MfcdUGRPomz1da3Y+/ArpfTRDMjiw6yQLfYvHCep0tAx6Jw+itNY\nhkD8DJbmbA262ez/X9aCsFbWjKFcA6X60QHEpqNYnh31PoAKma0LQnuN7r/hxid2RAL7n8AW+o4j\nx1FyX5G+lL/fQG1aVg66uOFP0Rso9v4Z+IA2velqao9jNeOS8Th2sFGsrTF8jpbUOiwTaDZIeGen\nzpSNs+j2qcV8r14ZrQgwTG1aHMgBJ8Hz2e9M2zXx1w1RZguOZvMTuGYW/gi+AysXmu6BqQsgC2eB\nB5aF3KGjNwoBUNbKIxWTPDbprh7eFfnOeX+qbGOOEkEVnk9N/M83X9yu4tyP2Lam0jDD9dS0xcTF\n7bADclMUMUWaw8s7hAKKF61qMTcBiD9qtPrhJzzvmYrSPIuU8CcQhkRukp+gzwwKK+iONURGPZiI\nSxbq2OK5vKYLbPjG4QfJO1IJqpB5ZxJe/kWYi5ubwpOrPxhLtPn0TwADCPxlKFJl2j80UsB8w99/\noI8o/EuAbnJWpPIkQizkcG8yAlzUJ2XxE1NJW8q2WYF9QWVHvDhXWKpi8XPiHD1fbc/3eZ34SYUT\nLOILnqhSoKhkenwlKekkOkRtJZgFebbkTxgPXp9KHz+rhwDc+P/nHgL5Xa0Wv2Sj4lVQPqG/CtYi\n0DofMkl9PHiwK+oL3Ml1NE5rpFA3DX0cmo6Aeni+djppR2EgK+F/sWJ3EY0au0TWau7SlEjFB6wb\nv5b9TXJLFcYCOM+Rq24SvyYp9hnAFiFxNncftWka7hz1N+l0AB1mlObzzT0HHMwhgIRp9CGKnTqN\nzTm5BbO2McMdF2axB41BRXQrcS1KU8QZ9xR+QOiDM6N5R2El7MheHyKp7WElpSNHQ9+AJyk1at5K\n+W38F+J/aRDN4Sx9YKv/RcR+Zz/k4q9tjK2RW2dG6zLGouFAJ2kUUZlj9eyZ4iriCs2IvlHFcMhE\n4OPSJTIlWYBbY6d+otrk7OTj/pPMusrStE8kwk69Lm/M1MCRW35hss4Sy9virIKUthyJ0nRfw9eA\n/V7C5t4Gnbemz3oGqsSR7E+AZb1gQu04VPST6ITX8N1PeZsTih/z5MJxVPwBqkEu0p3HOcKOFeHT\nsWWWnwlKd0ecelkPIq9Ha+CpkkaYGwUp4s92GlNU1n0buOuHzQ2Mk9xmg2oVOx356JKA6MuY3dhq\nCJLxQGMioUvfGyQP63A29LlA5YXfmam+9WcqhGGgb5nnqTlMa6lrryU8D99ArPSDPEJDmzyt0JCB\nElWpNgH6OTJE6pc5yvYDbPkzBaV0DSK0xa0xZ8kNp1khD5rePpyapXwK0w==\n$__EDBwrapped__$
P	dbms_aq	register	Schema: dbms_aq\nName: register\nResult data type: \nArgument data types: IN reg_list "aq$_reg_info_list", IN reg_count numeric\nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n$__EDBwrapped__$$PROTOCOL2$\nUTF8\nd1YA0dUSXvKFReR7+6tO7sOJxYLWBJQN/xsKxoZroULOJfhH0BfCN13RHoLRq+RxWBvY7S9e+vJw\nMBHpmeigUpJ/Gz+Fzl+6MHo+NWWGLLVnxUXl0i78ugrXgbEdCWINYYCVzeBpsQ4S3Em/6bBhE9nI\nrgE0IJgNapiG83Q7p0XjlqadoSNDUs4SfN8CVsM0hq+RJr3oraaIsk1H\n$__EDBwrapped__$
P	dbms_aq	unregister	Schema: dbms_aq\nName: unregister\nResult data type: \nArgument data types: IN reg_list "aq$_reg_info_list", IN reg_count numeric\nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n$__EDBwrapped__$$PROTOCOL2$\nUTF8\nd1gsY6W+QG0RYzG8J25ohz3Yspxm92KyRPagEMRcb/jmNnxA6WYYUipIGwYHDqX2UzE3HQiNXx0o\nFhqob39hl0qKWVVfwqnBZz2UhB90IY2hc/K/hDVrBsB+9yBESm0C/EYnaofu/o/LkYTjR/uLqQ9e\nCbmNmXB4zDTPxL9lPcaCdSRIPCJTCFISe5+4dd9pppl20zURZej3Napztw==\n$__EDBwrapped__$
P	dbms_aq	_dbms_aq_callback_operation	Schema: dbms_aq\nName: _dbms_aq_callback_operation\nResult data type: \nArgument data types: IN reg_list "aq$_reg_info_list", IN reg_count numeric, IN reg_operation integer\nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n$__EDBwrapped__$$PROTOCOL2$\nUTF8\nd3DwRFEpf81RAT2kpOdMFPbinZ/EBv05+mtlITi1mf5NHjhsfqn+jwq0/Ojtv9n4rdfnxWyEFtJx\nwDNLSp72wu6pA0Q89lWtXJKP+8tXWx7cUKvh1UHxL76XV+ED5zLIkZ+NhdYjGRTJawUiYbCiZGd0\nfRWHBgmDgtgJHUvAZOzUiRXGZaPvYnhNzC2EkNxJg30CZeTF7SpgGzr1o/2Rh0kz/5nf8fvk+eK3\nPwXDyN1Y4CAsUtLFWI3Hh1APLORmbKQfZzG+ltwEaLBqV1p0CilxkieWP2idJ0GxG2rwIkHvqKWS\nbeJrjFhF+Ncq9QLmQFsM3LqpNBhLKH0FQWk340/Lyg9VuqTCFGIbqEQ0yLu0q0CPG+vtfSoBJrGC\nzjX5GV1TwoRpCIIQ7WMfZ2mwQIT6bJHJ8wdMoGgOr4aVZWFss7SezBi4dITYXn6/NeHfBp6+DQTm\nF9bIbm3rk4IGpo/R/hS0SYeSvWSnsAaUy1vxOg8S5bhXa+GAI51g/YKe0ehopnWldrdUldAJ6AQo\nGYAiSkneUuMQzSoc2KWz4/qontUSB7FvNF0AfjSn2dwcZskLpJS+i/6hOcnwACbFjMeNNA1DCGCy\npzY2M7wuKkYUjRDLP/AY/U25dbFPB9fxtFhSVo/uI98ZqZ3O8MrLwEK009lLGDz23J+ARUiYX38+\n291lbrtT+1bIHIk6Hfg8fT/FHPASWK4vmc4VYOuNDc84QlcbR4QVfmN9YedJWY00+n7u6SmAuM2a\nYe2S60q3UgCQd8tJyTDyodYE8+hP03qarsZsmnhw5w7suGyYP7PLKm2pHoPl\n$__EDBwrapped__$
